Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chandler Hutchison,SF,25,PHO,6,0,3.7,0.2,0.3,.500,0.0,0.0,0,0.2,0.3,.500,.500,0.3,0.3,1.000,0.0,0.8,0.8,0.3,0.0,0.0,0.7,0.2,0.7
Bones Hyland,PG,21,DEN,65,3,18.8,3.3,8.2,.398,1.9,5.1,.369,1.4,3.1,.447,.514,1.6,1.8,.849,0.2,2.6,2.8,2.6,0.6,0.3,1.3,2.2,10.0
Serge Ibaka,PF,32,MIL,18,2,18.2,2.8,5.5,.505,0.7,2.0,.361,2.1,3.5,.587,.571,0.7,0.8,.800,1.1,4.2,5.3,0.7,0.2,0.4,0.6,2.4,6.9
Andre Iguodala,SF,38,GSW,29,0,19.5,1.5,3.8,.387,0.6,2.4,.232,0.9,1.4,.643,.459,0.5,0.6,.778,0.7,2.6,3.3,3.7,0.8,0.8,0.9,1.1,4.0
Joe Ingles,SF,34,UTA,45,15,24.9,2.6,6.3,.404,1.7,5.0,.347,0.8,1.3,.617,.540,0.4,0.5,.773,0.3,2.6,2.9,3.5,0.5,0.1,1.0,1.8,7.2
Brandon Ingram,SF,24,NOP,53,53,34.0,8.4,18.1,.465,1.4,4.2,.326,7.0,13.9,.507,.503,4.8,5.8,.824,0.7,5.1,5.8,5.6,0.6,0.5,2.7,2.2,22.9
Kyrie Irving,PG,29,BRK,25,25,37.2,9.8,21.0,.468,3.4,7.9,.424,6.4,13.0,.494,.548,4.1,4.5,.912,0.5,3.6,4.1,5.6,1.3,0.6,2.4,2.8,27.1
Wes Iwundu,SF,27,ATL,3,1,27.3,2.7,6.0,.444,1.0,1.7,.600,1.7,4.3,.385,.528,1.0,1.3,.750,1.0,3.3,4.3,0.0,0.3,0.0,0.3,2.7,7.3
Frank Jackson,PG,23,DET,49,5,21.9,3.7,9.1,.404,1.7,5.3,.313,2.0,3.8,.532,.496,1.5,1.9,.824,0.3,1.2,1.6,1.0,0.5,0.2,0.7,1.7,10.6
Isaiah Jackson,PF,20,IND,32,12,13.4,2.9,5.3,.553,0.1,0.4,.308,2.8,4.9,.573,.565,1.5,2.3,.653,1.6,2.4,4.0,0.3,0.5,1.3,1.0,2.4,7.5
Jaren Jackson Jr.,PF,22,MEM,75,75,27.2,5.5,13.3,.418,1.6,5.1,.319,3.9,8.1,.480,.479,3.6,4.3,.819,1.6,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3
Josh Jackson,SF,24,SAC,8,0,6.1,0.8,2.4,.316,0.1,1.0,.125,0.6,1.4,.455,.342,0.9,1.5,.583,0.1,0.5,0.6,0.4,0.3,0.4,0.5,1.1,2.5
Justin Jackson,SF,26,PHO,6,0,5.8,0.8,2.3,.357,0.5,1.5,.333,0.3,0.8,.400,.464,0.0,0.0,0,0.2,1.0,1.2,0.3,0.0,0.0,0.2,0.5,2.2
Reggie Jackson,SG,31,LAC,72,72,31.3,6.5,16.4,.395,2.3,6.9,.333,4.2,9.6,.439,.464,1.9,2.2,.845,0.5,3.1,3.7,4.8,0.7,0.2,2.3,2.1,17.2
LeBron James,SF,37,LAL,56,56,37.2,11.4,21.8,.524,2.9,8.0,.359,8.6,13.8,.620,.590,4.5,6.0,.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3
DeJon Jarreau,SG,24,IND,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DaQuan Jeffries,SG,24,MEM,3,0,3.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,0,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7
Ty Jerome,SG,24,OKC,48,4,16.7,2.6,6.8,.378,1.1,3.9,.290,1.5,3.0,.493,.460,0.8,1.0,.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1
Isaiah Joe,SG,22,PHI,53,1,10.8,1.1,3.1,.352,0.8,2.4,.333,0.3,0.7,.410,.479,0.5,0.5,.931,0.1,0.8,1.0,0.6,0.2,0.1,0.3,0.8,3.5
Alize Johnson,PF,25,NOP,4,0,7.0,0.8,2.5,.300,0.0,0.0,0,0.8,2.5,.300,.300,0.8,1.0,.750,1.8,1.5,3.3,0.3,0.5,0.0,0.3,0.8,2.3
B.J. Johnson,SF,26,ORL,4,0,16.3,2.8,6.3,.440,1.0,2.5,.400,1.8,3.8,.467,.520,0.0,0.0,0,1.5,2.3,3.8,0.0,0.0,0.3,0.0,1.0,6.5
Cameron Johnson,PF,25,PHO,61,13,26.2,4.3,9.1,.471,2.6,5.9,.444,1.7,3.2,.520,.615,1.5,1.7,.865,0.6,3.5,4.1,1.5,0.8,0.2,0.6,1.7,12.6
David Johnson,SG,20,TOR,2,0,1.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Johnson,PF,20,ATL,19,0,5.8,1.2,2.1,.564,0.2,0.6,.250,1.0,1.4,.704,.603,0.3,0.4,.714,0.1,1.2,1.3,0.2,0.2,0.1,0.5,0.5,2.7
James Johnson,PF,34,BRK,62,10,19.2,2.3,5.0,.469,0.4,1.4,.271,2.0,3.6,.545,.507,0.5,0.9,.527,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6,5.5
Joe Johnson,SG,40,BOS,1,0,2.0,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Keldon Johnson,SF,22,SAS,71,70,31.7,6.2,13.3,.466,2.1,5.2,.402,4.1,8.1,.507,.545,2.3,3.0,.758,1.1,5.0,6.1,2.0,0.7,0.2,1.3,1.9,16.7
Keon Johnson,SG,19,POR,17,7,23.8,3.3,9.2,.357,1.4,3.6,.377,1.9,5.6,.344,.430,1.1,1.3,.818,1.0,1.8,2.8,2.0,0.9,0.4,1.5,2.1,9.0
Stanley Johnson,PF,25,LAL,43,24,22.1,2.3,5.0,.474,0.7,2.0,.330,1.7,2.9,.576,.542,0.9,1.3,.741,0.7,2.3,3.0,1.7,0.9,0.3,0.5,2.4,6.3
Tyler Johnson,PG,29,SAS,3,0,17.7,0.7,3.3,.200,0.7,2.0,.333,0.0,1.3,.000,.300,0.0,0.0,0,0.7,1.3,2.0,1.7,0.7,0.7,0.3,1.0,2.0
Nikola Jokić,C,26,DEN,71,71,33.3,10.1,17.3,.581,1.3,3.9,.343,8.7,13.4,.651,.620,5.1,6.3,.813,2.8,10.8,13.6,8.0,1.4,0.8,3.8,2.6,26.6
Carlik Jones,PG,24,DEN,2,0,2.0,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Damian Jones,C,26,SAC,52,11,17.2,2.9,4.4,.652,0.2,0.5,.333,2.7,4.0,.689,.670,1.5,2.0,.717,1.4,3.0,4.3,1.2,0.4,0.8,1.0,2.3,7.4
Derrick Jones Jr.,PF,24,CHI,47,8,17.2,2.0,3.7,.546,0.3,1.1,.320,1.7,2.6,.637,.592,1.0,1.3,.790,1.2,2.1,3.3,0.5,0.5,0.6,0.5,2.1,5.4
Herbert Jones,PF,23,NOP,74,65,30.1,3.6,7.4,.477,0.7,2.1,.340,2.8,5.3,.533,.526,1.7,2.1,.842,1.2,2.6,3.8,2.2,1.7,0.8,1.3,3.1,9.6
Jemerrio Jones,SF,26,LAL,2,0,7.5,1.0,1.5,.667,0.0,0.0,0,1.0,1.5,.667,.667,0.0,0.0,0,1.0,0.5,1.5,0.0,0.5,0.0,0.0,1.0,2.0
Kai Jones,C,21,CHO,19,0,3.1,0.4,0.7,.615,0.1,0.1,.500,0.4,0.6,.636,.654,0.2,0.4,.375,0.2,0.4,0.5,0.2,0.1,0.0,0.3,0.4,1.1
Mason Jones,SG,23,LAL,2,0,4.5,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.5,1.0,.500,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,2.5
Tre Jones,PG,22,SAS,64,7,15.6,2.2,4.5,.488,0.1,0.6,.128,2.1,3.8,.545,.496,0.9,1.1,.792,0.4,1.7,2.1,3.0,0.6,0.1,0.6,1.0,5.3
Tyus Jones,PG,25,MEM,70,21,21.0,3.4,7.5,.452,1.1,2.8,.381,2.3,4.7,.495,.524,0.8,0.9,.818,0.2,2.2,2.5,4.4,0.9,0.0,0.6,0.4,8.6
DeAndre Jordan,C,33,PHI,13,0,13.2,1.7,3.2,.524,0.0,0.0,0,1.7,3.2,.524,.524,0.8,0.9,.833,2.0,3.5,5.5,0.5,0.2,0.6,1.2,1.2,4.2
Cory Joseph,PG,30,DET,65,39,24.6,2.7,6.2,.445,1.0,2.4,.414,1.7,3.7,.465,.526,1.5,1.7,.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8.0
Georgios Kalaitzakis,SF,23,MIL,9,0,5.3,0.6,1.2,.455,0.2,0.4,.500,0.3,0.8,.429,.545,0.4,1.0,.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8
Frank Kaminsky,C,28,PHO,9,0,20.1,4.0,7.3,.545,0.6,1.7,.333,3.4,5.7,.608,.583,2.0,2.2,.900,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6
Luke Kennard,SG,25,LAC,67,12,27.6,4.0,9.0,.447,2.7,6.0,.448,1.4,3.0,.446,.596,1.0,1.1,.905,0.3,3.1,3.3,2.1,0.6,0.1,0.8,1.5,11.8
Braxton Key,SF,24,DET,5,0,20.4,3.0,8.0,.375,0.6,2.0,.300,2.4,6.0,.400,.413,0.2,0.6,.333,1.4,3.8,5.2,0.4,0.8,1.6,0.8,3.2,6.8
George King,SF,28,DAL,4,0,4.8,0.0,1.3,.000,0.0,1.0,.000,0.0,0.3,.000,.000,0.3,0.5,.500,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3
Louis King,SF,22,SAC,10,0,10.4,1.5,4.7,.319,0.8,2.7,.296,0.7,2.0,.350,.404,0.7,1.0,.700,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4,4.5
Corey Kispert,SF,22,WAS,72,31,23.0,2.9,6.5,.447,1.4,4.0,.344,1.5,2.5,.615,.553,0.7,0.8,.864,0.7,1.9,2.6,1.1,0.4,0.3,0.6,1.2,7.9
Maxi Kleber,PF,30,DAL,59,21,24.6,2.4,6.0,.398,1.4,4.3,.325,1.0,1.7,.586,.516,0.8,1.1,.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0
Brandon Knight,PG,30,DAL,5,0,13.0,2.0,5.0,.400,0.8,3.4,.235,1.2,1.6,.750,.480,1.6,1.6,1.000,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0,6.4
Nathan Knight,PF,24,MIN,36,2,7.0,1.1,2.1,.500,0.1,0.3,.300,1.0,1.8,.530,.520,1.2,1.6,.737,0.8,1.3,2.1,0.5,0.2,0.2,0.5,1.1,3.4
Kevin Knox,SF,22,ATL,15,0,7.2,1.1,2.8,.381,0.3,1.5,.217,0.7,1.3,.579,.440,0.5,0.7,.800,0.3,1.0,1.3,0.5,0.1,0.1,0.1,0.9,3.0
John Konchar,SG,25,MEM,68,6,17.8,1.8,3.6,.512,0.7,1.7,.415,1.1,1.9,.603,.613,0.4,0.6,.568,1.1,3.4,4.5,1.4,0.6,0.3,0.4,1.2,4.8
Furkan Korkmaz,SG,24,PHI,63,19,21.7,2.9,7.3,.394,1.2,4.1,.296,1.7,3.2,.520,.477,1.0,1.3,.800,0.3,2.4,2.7,2.0,0.5,0.1,0.7,0.9,7.9
Luke Kornet,C,26,BOS,8,0,5.1,0.6,1.4,.455,0.0,0.3,.000,0.6,1.1,.556,.455,0.0,0.1,.000,0.6,0.8,1.4,0.4,0.3,0.0,0.0,0.4,1.3
Vit Krejci,SG,21,OKC,25,3,20.6,1.8,4.4,.413,1.1,2.9,.384,0.7,1.4,.472,.541,0.6,0.8,.842,0.6,2.4,3.0,1.5,0.6,0.2,0.9,2.0,5.4
Arnoldas Kulboka,SF,24,CHO,1,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Kuminga,SF,19,GSW,66,12,16.6,3.3,6.5,.504,0.7,2.1,.307,2.6,4.3,.599,.554,1.8,2.7,.682,0.8,2.5,3.3,0.8,0.4,0.3,1.1,2.0,9.0
Kyle Kuzma,PF,26,WAS,66,66,33.4,6.4,14.2,.452,1.9,5.7,.341,4.5,8.5,.526,.520,2.4,3.3,.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1
Anthony Lamb,SF,24,SAS,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
Jeremy Lamb,SG,29,SAC,13,0,18.8,2.8,7.2,.398,0.9,3.0,.308,1.9,4.2,.463,.462,1.3,1.6,.810,0.8,3.0,3.8,1.6,0.4,0.5,0.5,0.8,7.9
Jock Landale,C,26,SAS,51,1,10.8,1.9,3.8,.510,0.5,1.6,.337,1.4,2.1,.642,.583,0.6,0.7,.838,1.1,1.3,2.4,0.8,0.2,0.3,0.6,1.0,5.0
Romeo Langford,SG,22,SAS,1,0,16.0,3.0,4.0,.750,0.0,1.0,.000,3.0,3.0,1.000,.750,1.0,4.0,.250,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
Zach LaVine,SF,26,CHI,65,65,34.9,8.5,17.9,.477,2.8,7.2,.393,5.7,10.7,.533,.556,4.8,5.7,.851,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.7
Jake Layman,SF,27,MIN,33,1,6.5,0.8,2.1,.386,0.2,1.0,.206,0.6,1.1,.556,.436,0.3,0.4,.714,0.2,0.8,1.0,0.3,0.2,0.2,0.3,0.4,2.2
Damion Lee,SG,29,GSW,59,4,20.0,2.7,6.1,.440,1.1,3.1,.343,1.6,3.0,.539,.526,1.0,1.2,.871,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4
Saben Lee,PG,22,DET,35,0,15.8,1.8,4.7,.380,0.4,1.7,.237,1.4,3.1,.458,.422,1.3,1.7,.793,0.4,1.9,2.3,2.7,0.9,0.3,0.8,1.1,5.3
Alex Len,C,28,SAC,39,10,15.9,2.4,4.5,.534,0.2,0.5,.286,2.3,4.0,.568,.551,1.1,1.6,.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6.0
Caris LeVert,SG,27,CLE,15,6,29.0,5.5,12.9,.430,1.3,3.7,.345,4.3,9.2,.464,.479,1.5,2.1,.710,0.8,2.7,3.5,3.6,0.9,0.3,1.7,2.0,13.8
Kira Lewis Jr.,PG,20,NOP,24,0,14.2,2.5,6.1,.404,0.5,2.4,.224,1.9,3.7,.523,.449,0.4,0.5,.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9
Scottie Lewis,SG,21,CHO,2,0,3.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
Damian Lillard,PG,31,POR,29,29,36.4,7.7,19.0,.402,3.2,9.8,.324,4.5,9.2,.485,.486,5.5,6.2,.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0
Nassir Little,SF,21,POR,42,23,25.9,3.5,7.5,.460,1.2,3.7,.331,2.2,3.8,.584,.541,1.6,2.2,.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8
Isaiah Livers,SF,23,DET,15,1,18.7,2.1,4.5,.456,1.5,3.4,.431,0.6,1.1,.529,.618,0.3,0.4,.833,0.7,2.3,3.0,1.1,0.5,0.4,0.7,2.1,5.9
Kevon Looney,C,25,GSW,78,76,21.5,2.6,4.5,.571,0.0,0.0,.000,2.6,4.5,.573,.571,1.0,1.6,.600,2.6,4.8,7.4,2.0,0.6,0.7,0.8,2.7,6.1
Brook Lopez,C,33,MIL,9,7,22.4,3.6,8.6,.416,1.3,4.1,.324,2.2,4.4,.500,.494,1.2,1.6,.786,1.3,2.2,3.6,0.7,0.4,1.1,1.1,3.0,9.7
Robin Lopez,C,33,ORL,32,9,17.0,3.2,5.7,.564,0.1,0.2,.400,3.1,5.5,.568,.569,0.8,1.4,.556,2.0,1.6,3.6,1.5,0.0,0.6,1.3,1.9,7.2
Didi Louzada,SG,22,POR,2,0,14.0,1.5,4.0,.375,1.0,3.0,.333,0.5,1.0,.500,.500,0.0,0.0,0,1.0,0.5,1.5,1.0,0.5,0.5,0.0,1.5,4.0
Kevin Love,PF,33,CLE,70,4,22.6,4.3,10.2,.423,2.4,6.4,.383,1.9,3.9,.489,.543,2.3,2.7,.846,1.1,6.0,7.1,2.2,0.4,0.2,1.3,1.4,13.4
Kyle Lowry,PG,35,MIA,61,61,33.9,4.3,10.0,.435,2.3,6.1,.373,2.0,3.8,.534,.550,2.3,2.7,.855,0.5,3.9,4.4,7.6,1.0,0.3,2.7,2.8,13.3
Timothé Luwawu-Cabarrot,SF,26,ATL,49,17,13.1,1.4,3.6,.399,0.9,2.4,.371,0.6,1.3,.452,.520,0.7,0.8,.875,0.3,1.3,1.6,0.8,0.4,0.1,0.4,1.4,4.5
Trey Lyles,PF,26,SAC,20,16,23.4,3.6,7.4,.490,1.1,2.7,.389,2.6,4.7,.548,.561,2.5,2.9,.862,1.4,4.4,5.8,1.4,0.3,0.3,0.8,1.3,10.8
Théo Maledon,PG,20,OKC,50,6,17.6,2.3,6.2,.377,0.9,2.9,.293,1.5,3.2,.453,.446,1.5,2.0,.786,0.4,2.1,2.5,2.1,0.6,0.2,1.3,1.3,7.0
Sandro Mamukelashvili,PF,22,MIL,38,2,9.3,1.2,2.5,.479,0.5,1.2,.422,0.7,1.3,.531,.580,0.3,0.4,.750,0.8,1.0,1.8,0.5,0.2,0.2,0.3,0.7,3.2
Terance Mann,SF,25,LAC,77,32,28.9,4.1,8.5,.483,0.9,2.6,.360,3.2,5.9,.537,.538,1.6,2.1,.780,1.3,4.0,5.4,2.6,0.7,0.2,1.0,2.2,10.8
Tre Mann,PG,20,OKC,60,26,22.8,3.9,9.8,.393,1.6,4.5,.360,2.2,5.3,.421,.476,1.1,1.4,.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4
Boban Marjanović,C,33,DAL,21,0,5.1,1.8,2.9,.607,0.0,0.1,.333,1.7,2.8,.621,.615,0.5,1.0,.550,0.3,1.1,1.5,0.1,0.0,0.1,0.5,1.0,4.1
Lauri Markkanen,PF,24,CLE,57,57,30.8,5.0,11.4,.440,2.1,6.1,.344,2.9,5.3,.551,.532,2.2,2.6,.858,1.0,4.6,5.7,1.4,0.8,0.5,0.9,2.0,14.4
Naji Marshall,SF,24,NOP,50,3,12.9,1.9,4.8,.403,0.4,2.0,.212,1.5,2.8,.540,.447,1.3,1.6,.778,0.7,1.9,2.6,1.0,0.6,0.1,0.8,1.2,5.5
Caleb Martin,SF,26,MIA,57,10,22.7,3.5,6.8,.512,1.1,2.5,.414,2.4,4.3,.570,.589,1.2,1.6,.767,1.2,2.6,3.9,1.1,1.0,0.5,0.8,1.7,9.2
Cody Martin,SF,26,CHO,67,11,26.3,2.9,6.0,.474,0.9,2.3,.384,2.0,3.8,.528,.546,1.1,1.6,.692,1.1,2.9,4.0,2.5,1.2,0.4,0.9,1.7,7.7
Kelan Martin,SF,26,BOS,3,0,2.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Kenyon Martin Jr.,SF,21,HOU,75,2,20.9,3.5,6.6,.534,0.7,2.1,.364,2.8,4.6,.610,.590,1.0,1.6,.636,1.1,2.8,3.9,1.3,0.4,0.5,0.8,1.4,8.8
Garrison Mathews,SG,25,HOU,61,29,26.3,2.9,7.1,.402,2.2,6.0,.364,0.7,1.2,.597,.554,2.2,2.7,.802,0.5,2.3,2.9,1.0,0.9,0.3,0.6,2.6,10.1
Dakota Mathias,SG,26,MEM,6,0,2.7,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,0,.500,0.0,0.0,0,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0
Wesley Matthews,SG,35,MIL,45,10,20.3,1.7,4.5,.386,1.1,3.2,.338,0.6,1.3,.509,.507,0.3,0.5,.714,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,4.9
Tyrese Maxey,PG,21,PHI,70,69,35.6,6.4,13.3,.480,1.7,4.0,.416,4.7,9.3,.508,.542,2.8,3.2,.859,0.4,2.9,3.3,4.3,0.7,0.4,1.1,2.1,17.2
Skylar Mays,SG,24,ATL,26,5,8.3,1.2,2.5,.500,0.3,1.0,.320,0.9,1.5,.615,.563,0.3,0.3,.889,0.2,0.8,1.0,0.7,0.3,0.0,0.4,0.3,3.1
Miles McBride,PG,21,NYK,37,2,9.1,0.7,2.6,.284,0.4,1.6,.224,0.4,1.0,.378,.353,0.2,0.3,.667,0.1,1.0,1.1,1.1,0.4,0.0,0.1,1.1,2.0
Mac McClung,PG,23,CHI,1,0,3.0,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
CJ McCollum,SG,30,NOP,21,21,35.6,10.2,20.2,.505,2.9,7.2,.395,7.3,13.0,.566,.575,3.0,4.1,.713,0.8,4.1,4.9,6.2,1.1,0.0,2.3,1.8,26.2
T.J. McConnell,PG,29,IND,24,6,24.2,3.8,7.5,.503,0.3,1.0,.280,3.5,6.5,.538,.522,0.5,0.6,.800,0.8,2.5,3.3,4.8,1.0,0.4,1.2,1.8,8.4
Jaden McDaniels,PF,21,MIN,67,31,26.1,3.7,8.1,.459,1.1,3.7,.313,2.6,4.4,.582,.531,0.8,1.0,.800,1.1,3.1,4.3,1.1,0.8,0.8,1.1,3.3,9.4
Jalen McDaniels,SF,24,CHO,51,2,16.1,2.1,4.5,.465,0.7,1.9,.357,1.4,2.5,.546,.542,1.0,1.3,.721,0.7,2.4,3.0,1.0,0.4,0.4,0.7,1.7,5.8
Doug McDermott,PF,30,SAS,51,51,24.0,4.2,9.1,.462,2.1,5.0,.422,2.1,4.1,.512,.578,0.8,1.0,.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3
JaVale McGee,C,34,PHO,69,14,15.6,3.9,6.2,.638,0.0,0.1,.250,3.9,6.0,.645,.640,1.4,2.0,.711,2.2,4.5,6.6,0.6,0.3,1.1,1.3,2.5,9.3
Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,.357,0.7,2.0,.333,1.0,2.7,.375,.429,0.7,0.7,1.000,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7
